"2015-05-10 at 22:04"
Time(H:M:S) CO2(ppm) CellTemp(c) CellPres(kPa)
22:04:52 0.02 50.47 98.30
22:04:53 -0.05 50.47 98.30
22:04:54 -0.23 50.47 98.30
22:04:55 -0.05 50.47 98.30
22:04:56 0.04 50.47 98.30
22:04:57 -0.33 50.47 98.30
22:04:58 0.21 50.47 98.30
22:04:59 0.02 50.47 98.32
22:05:00 -0.06 50.47 98.30
22:05:01 0.03 50.47 98.32
22:05:02 -0.47 50.47 98.30
22:05:03 -0.24 50.47 98.30
22:05:04 -0.06 50.47 98.30
22:05:05 0.13 50.47 98.30
22:05:06 -0.23 50.47 98.30
22:05:07 0.50 50.47 98.30
22:05:08 -0.31 50.47 98.30
22:05:09 0.00 50.47 98.30
22:05:10 -0.25 50.47 98.30
22:05:11 -0.03 50.47 98.30
22:05:12 -0.08 50.47 98.28
22:05:13 -0.26 50.47 98.28
22:18:20 0.09 50.47 98.31
22:18:21 0.09 50.47 98.28
22:18:22 0.03 50.47 98.28
22:18:23 -0.09 50.47 98.28
22:18:24 -0.07 50.47 98.28
22:18:25 -0.31 50.47 98.28
22:18:26 0.01 50.47 98.28
22:18:27 0.09 50.47 98.28
22:18:28 0.01 50.47 98.28
22:18:29 -0.22 50.47 98.28
22:18:30 -0.11 50.47 98.28
22:18:31 0.03 50.47 98.28
22:18:32 -0.00 50.47 98.28
22:18:33 0.13 50.47 98.28
22:18:34 -0.32 50.47 98.28
22:18:35 0.08 50.47 98.28
22:18:36 0.27 50.47 98.28
22:18:37 -0.11 50.47 98.28
22:18:38 0.17 50.47 98.28
22:18:39 -0.01 50.47 98.28
22:18:40 -0.43 50.47 98.30
22:18:41 0.01 50.47 98.28
22:18:42 -0.19 50.47 98.28
22:18:43 0.03 50.47 98.31
22:18:44 0.01 50.47 98.31
22:18:45 0.08 50.47 98.28
22:18:46 -0.23 50.47 98.28
22:18:47 -0.07 50.47 98.28
22:18:48 0.01 50.47 98.31
22:18:49 -0.02 50.47 98.28
22:18:50 0.31 50.47 98.28
22:18:51 -0.05 50.47 98.31
22:18:52 -0.49 50.47 98.28
22:18:53 0.10 50.47 98.31
22:18:54 -0.04 50.47 98.28
22:18:55 0.23 50.47 98.31
22:18:56 -0.15 50.47 98.28
22:18:57 -0.10 50.47 98.28
22:18:58 0.02 50.47 98.31
22:18:59 -0.36 50.47 98.31
22:19:00 0.13 50.47 98.28
22:19:01 0.53 50.47 98.28
22:19:02 1.79 50.47 98.28
22:19:03 5.36 50.47 98.28
22:19:04 10.20 50.47 98.28
22:19:05 15.49 50.47 98.28
22:19:06 18.04 50.47 98.28
22:19:07 21.45 50.47 98.31
22:19:08 21.70 50.47 98.28
22:19:09 20.26 50.47 98.28
22:19:10 16.60 50.47 98.31
22:19:11 12.62 50.47 98.31
22:19:12 9.16 50.47 98.28
22:19:13 6.48 50.47 98.31
22:19:14 4.38 50.47 98.28
22:19:15 3.67 50.47 98.31
22:19:16 2.28 50.47 98.28
22:19:17 1.47 50.47 98.28
22:19:18 1.57 50.47 98.31
22:19:19 0.58 50.47 98.28
22:19:20 0.78 50.47 98.28
22:19:21 1.14 50.47 98.31
22:19:22 0.31 50.47 98.31
22:19:23 0.25 50.47 98.28
22:19:24 0.16 50.47 98.28
22:19:25 0.13 50.47 98.28
22:19:26 0.39 50.47 98.28
22:19:27 0.17 50.47 98.28
22:19:28 -0.04 50.47 98.31
22:19:29 0.44 50.47 98.28
22:19:30 0.34 50.47 98.30
22:19:31 0.31 50.47 98.28
22:19:32 -0.19 50.47 98.28
22:19:33 0.15 50.47 98.28
22:19:34 -0.63 50.47 98.31
22:19:35 0.28 50.47 98.28
22:19:36 -0.16 50.47 98.28
22:19:37 -0.11 50.47 98.28
22:19:38 -0.19 50.47 98.31
22:19:39 0.29 50.47 98.32
22:19:40 0.05 50.47 98.28
22:19:41 0.05 50.47 98.28
22:19:42 -0.10 50.47 98.28
22:19:43 0.18 50.47 98.28
22:19:44 -0.22 50.47 98.31
22:19:45 0.08 50.47 98.28
22:19:46 -0.14 50.47 98.28
22:19:47 -0.06 50.47 98.28
22:19:48 0.16 50.47 98.28
22:19:49 0.17 50.47 98.28
22:19:50 0.26 50.47 98.30
22:19:51 -0.45 50.47 98.31
22:19:52 0.02 50.47 98.28
22:19:53 -0.03 50.47 98.28
22:19:54 0.04 50.47 98.28
22:19:55 -0.27 50.47 98.28
22:19:56 -0.35 50.47 98.28
22:19:57 -0.18 50.47 98.28
22:19:58 -0.17 50.47 98.30
22:19:59 -0.13 50.47 98.28
22:20:00 0.29 50.47 98.28
22:20:01 -0.02 50.47 98.28
22:20:02 -0.21 50.47 98.28
22:20:03 -0.14 50.47 98.30
22:20:04 -0.08 50.47 98.28
22:20:05 -0.57 50.47 98.28
22:20:06 -0.01 50.47 98.31
22:20:07 -0.27 50.47 98.30
22:20:08 0.04 50.47 98.30
22:20:09 -0.13 50.47 98.31
22:20:10 -0.11 50.47 98.28
22:20:11 -0.26 50.47 98.28
22:20:12 -0.39 50.47 98.28
22:20:13 -0.11 50.47 98.28
22:20:14 -0.35 50.47 98.31
22:20:15 -0.00 50.47 98.28
22:20:16 -0.20 50.47 98.28
22:20:17 -0.09 50.47 98.31
22:20:18 -0.21 50.47 98.28
22:20:19 -0.13 50.47 98.28
22:20:20 -0.26 50.47 98.28
22:20:21 0.03 50.47 98.28
22:20:22 -0.20 50.47 98.28
22:20:23 0.15 50.47 98.31
22:20:24 0.01 50.47 98.31
22:20:25 -0.12 50.47 98.28
22:20:26 -0.53 50.47 98.28
22:20:27 -0.26 50.47 98.28
22:20:28 -0.32 50.47 98.28
22:20:29 0.38 50.47 98.28
22:20:30 -0.14 50.47 98.28
22:20:31 -0.41 50.47 98.30
22:20:32 0.30 50.47 98.28
22:20:33 -0.25 50.47 98.28
22:20:34 -0.13 50.47 98.28
22:20:35 -0.15 50.47 98.28
22:20:36 0.07 50.47 98.28
22:20:37 -0.08 50.47 98.28
22:20:38 0.13 50.47 98.31
22:20:39 0.21 50.47 98.31
22:20:40 4.17 50.47 98.31
22:20:41 18.04 50.47 98.28
22:20:42 57.01 50.47 98.32
22:20:43 132.78 50.47 98.28
22:20:44 245.22 50.47 98.28
22:20:45 362.41 50.47 98.28
22:20:46 442.70 50.47 98.28
22:20:47 459.84 50.47 98.28
22:20:48 421.81 50.47 98.28
22:20:49 347.82 50.47 98.28
22:20:50 264.96 50.47 98.28
22:20:51 191.03 50.47 98.28
22:20:52 131.96 50.47 98.28
22:20:53 88.36 50.47 98.31
22:20:54 58.52 50.47 98.31
22:20:55 47.88 50.47 98.31
22:20:56 32.43 50.47 98.28
22:20:57 21.70 50.47 98.28
22:20:58 15.51 50.47 98.31
22:20:59 10.89 50.47 98.28
22:21:00 7.81 50.47 98.28
22:21:01 6.26 50.47 98.28
22:21:02 4.38 50.47 98.28
22:21:03 3.36 50.47 98.28
22:21:04 2.75 50.47 98.28
22:21:05 2.46 50.47 98.28
22:21:06 1.24 50.47 98.28
22:21:07 1.44 50.47 98.28
22:21:08 1.22 50.47 98.28
22:21:09 1.20 50.47 98.28
22:21:10 0.93 50.47 98.28
22:21:11 0.92 50.47 98.28
22:21:12 0.52 50.47 98.28
22:21:13 0.91 50.47 98.28
22:21:14 0.21 50.47 98.28
22:21:15 0.72 50.47 98.31
22:21:16 0.62 50.47 98.31
22:21:17 0.58 50.47 98.31
22:21:18 0.35 50.47 98.28
22:21:19 0.35 50.47 98.28
22:21:20 0.53 50.47 98.28
22:21:21 0.43 50.47 98.28
22:21:22 0.23 50.47 98.28
22:21:23 0.48 50.47 98.28
22:21:24 0.31 50.47 98.28
22:21:25 0.46 50.47 98.28
22:21:26 0.20 50.47 98.31
22:21:27 0.47 50.47 98.31
22:21:28 0.35 50.47 98.28
22:21:29 0.33 50.47 98.28
22:21:30 0.37 50.47 98.28
22:21:31 0.29 50.47 98.28
22:21:32 0.17 50.47 98.28
22:21:33 0.22 50.47 98.28
22:21:34 0.60 50.47 98.28
